Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,158.7799988,160.7299957,158.3300018,160.6199951,160.1824799,22622100
1/3/2020,158.3200073,159.9499969,158.0599976,158.6199951,158.1879272,21116200
1/6/2020,157.0800018,159.1000061,156.5099945,159.0299988,158.596817,20813700
1/7/2020,159.3200073,159.6699982,157.3200073,157.5800018,157.1507721,21634100
1/8/2020,158.9299927,160.8000031,157.9499969,160.0899963,159.6539154,27746500
1/9/2020,161.8399963,162.2200012,161.0299988,162.0899963,161.648468,21385000
1/10/2020,162.8200073,163.2200012,161.1799927,161.3399963,160.9005127,20725900
1/13/2020,161.7599945,163.3099976,161.2599945,163.2799988,162.8352356,21626500
1/14/2020,163.3899994,163.6000061,161.7200012,162.1300049,161.6883698,23477400
1/15/2020,162.6199951,163.9400024,162.5700073,163.1799927,162.7355042,21417900
1/16/2020,164.3500061,166.2400055,164.0299988,166.1699982,165.7173615,23865400
1/17/2020,167.4199982,167.4700012,165.4299927,167.1000061,166.6448364,34371700
1/21/2020,166.6799927,168.1900024,166.4299927,166.5,166.046463,29517200
1/22/2020,167.3999939,167.4900055,165.6799927,165.6999969,165.248642,24138800
1/23/2020,166.1900024,166.8000031,165.2700043,166.7200012,166.2658691,19680800
1/24/2020,167.5099945,167.5299988,164.4499969,165.0399933,164.5904388,24918100
1/27/2020,161.1499939,163.3800049,160.1999969,162.2799988,161.8379517,32078100
1/28/2020,163.7799988,165.7599945,163.0700073,165.4600067,165.0093079,24899900
1/29/2020,167.8399963,168.75,165.6900024,168.0399933,167.5822601,34754500
1/30/2020,174.0500031,174.0500031,170.7899933,172.7799988,172.3093567,51597500
1/31/2020,172.2100067,172.3999939,169.5800018,170.2299957,169.7662964,36142700
2/3/2020,170.4299927,174.5,170.3999939,174.3800049,173.9049988,30149100
2/4/2020,177.1399994,180.6399994,176.3099976,180.1199951,179.629364,36433300
2/5/2020,184.0299988,184.1999969,178.4100037,179.8999939,179.4099579,39186300
2/6/2020,180.9700012,183.8200073,180.0599976,183.6300049,183.1298065,27751400
2/7/2020,182.8500061,185.6300049,182.4799957,183.8899994,183.3890991,33529100
2/10/2020,183.5800018,188.8399963,183.25,188.6999969,188.1859894,35844300
2/11/2020,190.6499939,190.6999969,183.5,184.4400024,183.9376068,53159900
2/12/2020,185.5800018,185.8500061,181.8500061,184.7100067,184.2068634,47062900
2/13/2020,183.0800018,186.2299957,182.8699951,183.7100067,183.2095947,35295800
2/14/2020,183.25,185.4100037,182.6499939,185.3500061,184.8451233,23149500
2/18/2020,185.6100006,187.6999969,185.5,187.2299957,186.7200012,27792200
2/19/2020,188.0599976,188.1799927,186.4700012,187.2799988,187.2799988,29997500
2/20/2020,186.9499969,187.25,181.1000061,184.4199982,184.4199982,36862400
2/21/2020,183.1699982,183.5,177.25,178.5899963,178.5899963,48572600
2/24/2020,167.7700043,174.5500031,163.2299957,170.8899994,170.8899994,68311100
2/25/2020,174.1999969,174.8399963,167.6499939,168.0700073,168.0700073,68073300
2/26/2020,169.7100067,173.2599945,168.2100067,170.1699982,170.1699982,56206100
2/27/2020,163.3200073,167.0299988,157.9799957,158.1799927,158.1799927,93174900
2/28/2020,152.4100037,163.7100067,152,162.0099945,162.0099945,97073600
3/2/2020,165.3099976,172.9199982,162.3099976,172.7899933,172.7899933,71030800
3/3/2020,173.8000031,175,162.2599945,164.5099945,164.5099945,71677000
3/4/2020,168.4900055,170.6999969,165.6199951,170.5500031,170.5500031,49814400
3/5/2020,166.0500031,170.8699951,165.6900024,166.2700043,166.2700043,47817300
3/6/2020,162.6100006,163.1100006,156,161.5700073,161.5700073,72821100
3/9/2020,151,157.75,150,150.6199951,150.6199951,70419300
3/10/2020,158.1600037,161.0299988,152.5800018,160.9199982,160.9199982,65354400
3/11/2020,157.1300049,157.6999969,151.1499939,153.6300049,153.6300049,56371600
3/12/2020,145.3000031,153.4700012,138.5800018,139.0599976,139.0599976,93226400
3/13/2020,147.5,161.9100037,140.7299957,158.8300018,158.8300018,92727400
3/16/2020,140,149.3500061,135,135.4199982,135.4199982,87905900
3/17/2020,140,147.5,135,146.5700073,146.5700073,81059800
3/18/2020,138,146,135.0200043,140.3999939,140.3999939,81593200
3/19/2020,142.7700043,150.1499939,139,142.7100067,142.7100067,85922700
3/20/2020,146,147.1000061,135.8600006,137.3500061,137.3500061,84866200
3/23/2020,137.0099945,140.5700073,132.5200043,135.9799957,135.9799957,78975200
3/24/2020,143.75,149.6000061,141.2700043,148.3399963,148.3399963,82516700
3/25/2020,148.9100037,154.3300018,144.4400024,146.9199982,146.9199982,75638200
3/26/2020,148.3999939,156.6600037,148.3699951,156.1100006,156.1100006,64568100
3/27/2020,151.75,154.8899994,149.1999969,149.6999969,149.6999969,57042300
3/30/2020,152.4400024,160.6000061,150.0099945,160.2299957,160.2299957,63420300
3/31/2020,159.3999939,164.7799988,156.5599976,157.7100067,157.7100067,77927200
4/1/2020,153,157.75,150.8200073,152.1100006,152.1100006,57858300
