Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,1348.410034,1368.680054,1346.48999,1368.680054,1368.680054,1363900
1/3/2020,1348,1373.75,1347.319946,1361.52002,1361.52002,1170400
1/6/2020,1351.630005,1398.319946,1351,1397.810059,1397.810059,2338400
1/7/2020,1400.459961,1403.5,1391.560059,1395.109985,1395.109985,1716500
1/8/2020,1394.819946,1411.849976,1392.630005,1405.040039,1405.040039,1765700
1/9/2020,1421.930054,1428.680054,1410.209961,1419.790039,1419.790039,1660000
1/10/2020,1429.469971,1434.939941,1419.599976,1428.959961,1428.959961,1312900
1/13/2020,1435.25,1441.47998,1425.369995,1440.030029,1440.030029,1536500
1/14/2020,1440,1442.630005,1427.77002,1430.589966,1430.589966,1303800
1/15/2020,1433.02002,1440.780029,1431.660034,1439.199951,1439.199951,1077500
1/16/2020,1445.449951,1450.699951,1440,1450.160034,1450.160034,1304000
1/17/2020,1462.540039,1480.550049,1456.550049,1479.52002,1479.52002,2621200
1/21/2020,1479,1489.880005,1470.209961,1482.25,1482.25,2446500
1/22/2020,1489.72998,1500.579956,1482.660034,1483.869995,1483.869995,1422900
1/23/2020,1487.550049,1493.5,1480.319946,1484.689941,1484.689941,1332500
1/24/2020,1492.819946,1494.199951,1463.180054,1466.170044,1466.170044,1489300
1/27/2020,1431.540039,1436.579956,1419.5,1431.72998,1431.72998,1706600
1/28/2020,1441.73999,1454.800049,1430.359985,1450.5,1450.5,1486200
1/29/2020,1458.459961,1464.140015,1445.390015,1456.699951,1456.699951,1078300
1/30/2020,1438.099976,1455.25,1435,1454.25,1454.25,1355500
1/31/2020,1467.859985,1469.670044,1427.060059,1432.780029,1432.780029,2191100
2/3/2020,1461.650024,1486.300049,1456.609985,1482.599976,1482.599976,3608800
2/4/2020,1454.48999,1467.339966,1422.030029,1445.410034,1445.410034,4794000
2/5/2020,1463.609985,1464.579956,1429.680054,1446.050049,1446.050049,1818800
2/6/2020,1451.97998,1481.560059,1450.47998,1475.969971,1475.969971,1891100
2/7/2020,1467.390015,1485.25,1465.410034,1479.109985,1479.109985,1418000
2/10/2020,1477.22998,1508.880005,1475.199951,1508.660034,1508.660034,1915100
2/11/2020,1513.27002,1529.880005,1505.449951,1510.060059,1510.060059,1742600
2/12/2020,1515.859985,1520.300049,1508.670044,1518.630005,1518.630005,1552100
2/13/2020,1510,1525.949951,1504,1513.390015,1513.390015,1145700
2/14/2020,1514.530029,1520.050049,1505.550049,1518.72998,1518.72998,1159900
2/18/2020,1514.339966,1530.560059,1511.01001,1519.439941,1519.439941,1282100
2/19/2020,1527.199951,1530.73999,1520.97998,1524.869995,1524.869995,1137300
2/20/2020,1519.01001,1527.069946,1504.26001,1516.98999,1516.98999,1298100
2/21/2020,1504.579956,1510.949951,1478.48999,1483.459961,1483.459961,2126000
2/24/2020,1423.050049,1436.380005,1406.790039,1419.859985,1419.859985,2478000
2/25/2020,1431,1436.849976,1380.420044,1386.319946,1386.319946,2579000
2/26/2020,1394.97998,1413.670044,1376.550049,1390.469971,1390.469971,2488800
2/27/2020,1359.140015,1369.400024,1314.23999,1314.949951,1314.949951,3114500
2/28/2020,1274.310059,1342.449951,1268.209961,1339.25,1339.25,4010900
3/2/2020,1351.390015,1387.469971,1325.199951,1386.319946,1386.319946,2771500
3/3/2020,1397.680054,1408.189941,1329.23999,1337.719971,1337.719971,2830100
3/4/2020,1358.959961,1382.780029,1337,1381.599976,1381.599976,2379900
3/5/2020,1345.550049,1353.630005,1301.640015,1314.76001,1314.76001,2719000
3/6/2020,1269.949951,1302.75,1257.209961,1295.73999,1295.73999,3232000
3/9/2020,1204.959961,1252.72998,1198.040039,1215.790039,1215.790039,3462600
3/10/2020,1254.390015,1275.849976,1214.51001,1275.170044,1275.170044,2743600
3/11/2020,1248.27002,1256.930054,1191.140015,1210.900024,1210.900024,2736600
3/12/2020,1122.619995,1188.75,1108.469971,1111.550049,1111.550049,4716300
3/13/2020,1174.98999,1214.400024,1112.290039,1214.27002,1214.27002,3970000
3/16/2020,1089.609985,1145.469971,1067.079956,1073,1073,4826000
3/17/2020,1090.640015,1126,1049.099976,1118.060059,1118.060059,4159700
3/18/2020,1059.939941,1104.98999,1037,1091.189941,1091.189941,4652200
3/19/2020,1088.219971,1152.609985,1055.550049,1111.670044,1111.670044,3703200
3/20/2020,1130.900024,1138.47998,1062.099976,1068.209961,1068.209961,4143900
3/23/2020,1056.369995,1066.910034,1008.869995,1054.130005,1054.130005,4183600
3/24/2020,1103.97998,1133.329956,1086.430054,1130.01001,1130.01001,3623400
3/25/2020,1124.579956,1146.170044,1083.01001,1101.619995,1101.619995,4516200
3/26/2020,1114.719971,1171.47998,1092.030029,1162.920044,1162.920044,3828100
3/27/2020,1127.469971,1151.050049,1104,1110.26001,1110.26001,3139700
3/30/2020,1132.640015,1151,1098.48999,1146.310059,1146.310059,2936800
3/31/2020,1148.72998,1173.400024,1136.719971,1161.949951,1161.949951,3261400
4/1/2020,1124,1129.420044,1093.48999,1102.099976,1102.099976,2597100
